order_number,employee_id,employee_name,job_title,sales_region,order_date,order_type,customer_type,customer_name,customer_state,product_category,product_number,produce_name,quantity,unit_price,sale_price
1107342,900018712,Dru Clingman,Sales Associate II,S Central East,01/11/2020,Retail,Individual,Keslie Bachnic,Texas,Bath products,BP100,Lavender and Olive Body Soap,2,7.45,14.9
1107366,900018712,Dru Clingman,Sales Associate II,S Central East,05/11/2020,Retail,Individual,Jaquenetta Matignon,Texas,Bath products,BP102,Lavender and Olive Candle,2,6.99,13.98
1107410,900018712,Dru Clingman,Sales Associate II,S Central East,11/11/2020,Retail,Individual,Agata Scawton,Texas,Olive Oil,OO305,Extra Virgin Olive Oil - Trio 3pk,4,70,280
1107419,900018712,Dru Clingman,Sales Associate II,S Central East,12/11/2020,Retail,Individual,Cami Blandford,Texas,Bath products,BP302,Mandarin and Olive Candle,4,6.99,27.96
1107513,900018712,Dru Clingman,Sales Associate II,S Central East,25/11/2020,Retail,Individual,Cami Blandford,Texas,Bath products,BP304,Mandarin and Olive Oil Bar Soap 3pk,2,14.5,29
1107522,900018712,Dru Clingman,Sales Associate II,S Central East,25/11/2020,Retail,Individual,Charmion Le Gassick,Louisiana,Bath products,BP502,Vanilla and Olive Oil Candle,2,6.99,13.98
1107537,900018712,Dru Clingman,Sales Associate II,S Central East,27/11/2020,Retail,Individual,Letitia Geare,Texas,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,2,45,90
1107539,900018712,Dru Clingman,Sales Associate II,S Central East,28/11/2020,Retail,Individual,Allyson Keppin,Louisiana,Bath products,BP303,Mandarin and Olive Oil Bar Soap,4,5.99,23.96
1107612,900018712,Dru Clingman,Sales Associate II,S Central East,08/12/2020,Wholesale,Business,Kuhn Group,Texas,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,12,234,2808
1107609,900018712,Dru Clingman,Sales Associate II,S Central East,08/12/2020,Retail,Individual,Bathsheba Toothill,Texas,Bath products,BP401,Assorted Olive Oil Bar Soap - 3 pk,2,14.5,29
1107634,900018712,Dru Clingman,Sales Associate II,S Central East,10/12/2020,Wholesale,Business,Kuhn Group,Texas,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,4,234,936
1107716,900018712,Dru Clingman,Sales Associate II,S Central East,21/12/2020,Retail,Individual,Charil Alishoner,Texas,Bath products,BP502,Vanilla and Olive Oil Candle,2,6.99,13.98
1107719,900018712,Dru Clingman,Sales Associate II,S Central East,22/12/2020,Wholesale,Business,Raynor LLC,Missouri,Bath products,BP503,Vanilla and Olive Oil Bar Soap,5,5.99,29.95
1107764,900018712,Dru Clingman,Sales Associate II,S Central East,28/12/2020,Retail,Individual,Arabelle Breewood,Oklahoma,Gift Basket,GB301,Scented Olive Oil Candle Gift Basket,2,19.5,39
1107772,900018712,Dru Clingman,Sales Associate II,S Central East,29/12/2020,Wholesale,Business,Kuhn Group,Texas,Gift Basket,GB300,Deluxe Bath Gift Basket,2,115,230
1107817,900018712,Dru Clingman,Sales Associate II,S Central East,04/01/2021,Retail,Individual,Sabra Battell,Texas,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,3,234,702
1107884,900018712,Dru Clingman,Sales Associate II,S Central East,14/01/2021,Retail,Individual,Kevina Richmond,Arkansas,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,4,234,936
1107923,900018712,Dru Clingman,Sales Associate II,S Central East,19/01/2021,Retail,Individual,Hyman Skelbeck,New Mexico,Olive Oil,OO207,Basil Extra Virgin Olive Oil 2pk,2,45,90
1102910,900015696,Eddie Harrower,Sales Associate I,S Central West,06/02/2019,Retail,Individual,Kristoforo Shimwell,Arizona,Olive Oil,OO605,Chili Extra Virgin Olive Oil 6pk,2,123,246
1102911,900015696,Eddie Harrower,Sales Associate I,S Central West,06/02/2019,Retail,Individual,Sherwood Waddingham,Arizona,Olive Oil,OO307,Rosemary Extra Virgin Olive Oil,2,26,52
1103005,900015696,Eddie Harrower,Sales Associate I,S Central West,18/02/2019,Wholesale,Business,Orn Inc,Arizona,Gift Basket,GB102,Rosmary EVOO Gift Basket,11,75,825
1103135,900015696,Eddie Harrower,Sales Associate I,S Central West,14/03/2019,Retail,Individual,Willyt MacNeill,Colorado,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,3,234,702
1103343,900015696,Eddie Harrower,Sales Associate I,S Central West,11/04/2019,Retail,Individual,Nancey Kelley,Colorado,Olive Oil,OO605,Chili Extra Virgin Olive Oil 6pk,1,123,123
1103401,900015696,Eddie Harrower,Sales Associate I,S Central West,18/04/2019,Retail,Individual,Ryun Tomkinson,Colorado,Bath products,BP504,Vanilla and Olive Oil Bar Soap 3pk,4,14.5,58
1103549,900015696,Eddie Harrower,Sales Associate I,S Central West,07/05/2019,Retail,Individual,Ryun Tomkinson,Colorado,Bath products,BP102,Lavender and Olive Candle,4,6.99,27.96
1103569,900015696,Eddie Harrower,Sales Associate I,S Central West,10/05/2019,Retail,Individual,Esther Semerad,Utah,Olive Oil,OO308,Basil Extra Virgin Olive Oil,2,26,52
1103725,900015696,Eddie Harrower,Sales Associate I,S Central West,04/06/2019,Retail,Individual,Aubree Pomphrey,Arizona,Olive Oil,OO607,Garlic Extra Virgin Olive Oil 6pk,2,123,246
1103845,900015696,Eddie Harrower,Sales Associate I,S Central West,20/06/2019,Retail,Individual,Hartwell Docwra,Colorado,Gift Basket,GB301,Scented Olive Oil Candle Gift Basket,1,19.5,19.5
1103940,900015696,Eddie Harrower,Sales Associate I,S Central West,03/07/2019,Retail,Individual,Myca Kitchinghan,Arizona,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,3,234,702
1104074,900015696,Eddie Harrower,Sales Associate I,S Central West,21/07/2019,Retail,Individual,Stuart Ruberti,Arizona,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,3,30,90
1104205,900015696,Eddie Harrower,Sales Associate I,S Central West,10/08/2019,Retail,Individual,Hartwell Docwra,Colorado,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,4,234,936
1104240,900015696,Eddie Harrower,Sales Associate I,S Central West,15/08/2019,Retail,Individual,Stuart Ruberti,Arizona,Gift Basket,GB300,Deluxe Bath Gift Basket,2,115,230
1104831,900015696,Eddie Harrower,Sales Associate I,S Central West,10/11/2019,Retail,Individual,Gracie Moens,Arizona,Bath products,BP401,Assorted Olive Oil Bar Soap - 3 pk,1,14.5,14.5
1104838,900015696,Eddie Harrower,Sales Associate I,S Central West,11/11/2019,Retail,Individual,Dollie Pennells,Arizona,Bath products,BP501,Vanilla and Olive Bath Salts,3,8.5,25.5
1104946,900015696,Eddie Harrower,Sales Associate I,S Central West,26/11/2019,Wholesale,Business,Will Inc,Colorado,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,9,234,2106
1105031,900015696,Eddie Harrower,Sales Associate I,S Central West,07/12/2019,Retail,Individual,Clerissa Gallehock,Colorado,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,3,234,702
1105032,900015696,Eddie Harrower,Sales Associate I,S Central West,07/12/2019,Retail,Individual,Vivi Oels,Arizona,Olive Oil,OO602,Extra Virgin Olive Oil - Medium 6pk,3,114,342
1105106,900015696,Eddie Harrower,Sales Associate I,S Central West,20/12/2019,Retail,Individual,Willyt MacNeill,Colorado,Olive Oil,OO305,Extra Virgin Olive Oil - Trio 3pk,2,70,140
1105331,900015696,Eddie Harrower,Sales Associate I,S Central West,21/01/2020,Retail,Individual,Willyt MacNeill,Colorado,Olive Oil,OO304,Extra Virgin Olive Oil - Medium,1,24.5,24.5
1105467,900015696,Eddie Harrower,Sales Associate I,S Central West,10/02/2020,Retail,Individual,Jacenta Robus,Colorado,Bath products,BP401,Assorted Olive Oil Bar Soap - 3 pk,3,14.5,43.5
1105782,900015696,Eddie Harrower,Sales Associate I,S Central West,25/03/2020,Retail,Individual,Hartwell Docwra,Colorado,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,2,234,468
1105824,900015696,Eddie Harrower,Sales Associate I,S Central West,01/04/2020,Wholesale,Business,Will Inc,Colorado,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,8,234,1872
1105841,900015696,Eddie Harrower,Sales Associate I,S Central West,03/04/2020,Retail,Individual,Myca Kitchinghan,Arizona,Gift Basket,GB304,Scented Olive Oil Bath Salts Gift Basket,4,35,140
1105845,900015696,Eddie Harrower,Sales Associate I,S Central West,04/04/2020,Retail,Individual,Esther Semerad,Utah,Gift Basket,GB101,Infused EVOO Gift Basket,1,75,75
1106296,900015696,Eddie Harrower,Sales Associate I,S Central West,09/06/2020,Retail,Individual,Sky Moxom,Utah,Olive Oil,OO201,Extra Virgin Olive Oil - Delicate 2pk,3,45,135
1106367,900015696,Eddie Harrower,Sales Associate I,S Central West,20/06/2020,Retail,Individual,Nancey Kelley,Colorado,Bath products,BP305,Mandarin and Olive Oil Lotion,3,9.99,29.97
1106490,900015696,Eddie Harrower,Sales Associate I,S Central West,05/07/2020,Retail,Individual,Lemar Judgkins,Colorado,Bath products,BP105,Lavender and Olive Oil Lotion,3,9.99,29.97
1106812,900015696,Eddie Harrower,Sales Associate I,S Central West,15/08/2020,Wholesale,Business,Orn Inc,Arizona,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,12,234,2808
1106808,900015696,Eddie Harrower,Sales Associate I,S Central West,15/08/2020,Retail,Individual,Sherwood Waddingham,Arizona,Gift Basket,GB300,Deluxe Bath Gift Basket,2,115,230
1106827,900015696,Eddie Harrower,Sales Associate I,S Central West,18/08/2020,Retail,Individual,Alexandra Stamp,Arizona,Olive Oil,OO309,Garlic Extra Virgin Olive Oil,1,26,26
1106875,900015696,Eddie Harrower,Sales Associate I,S Central West,24/08/2020,Wholesale,Business,Will Inc,Colorado,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,7,234,1638
1106895,900015696,Eddie Harrower,Sales Associate I,S Central West,27/08/2020,Retail,Individual,Killy Balentyne,Utah,Olive Oil,OO121,Extra Virgin Olive Oil - Medium 12 pk,1,19.5,19.5
1106947,900015696,Eddie Harrower,Sales Associate I,S Central West,04/09/2020,Retail,Individual,Stuart Ruberti,Arizona,Bath products,BP305,Mandarin and Olive Oil Lotion,2,9.99,19.98
1106967,900015696,Eddie Harrower,Sales Associate I,S Central West,06/09/2020,Wholesale,Business,Orn Inc,Arizona,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,7,234,1638
1107072,900015696,Eddie Harrower,Sales Associate I,S Central West,23/09/2020,Retail,Individual,Doralyn Candey,Colorado,Olive Oil,OO602,Extra Virgin Olive Oil - Medium 6pk,4,114,456
1107090,900015696,Eddie Harrower,Sales Associate I,S Central West,25/09/2020,Retail,Individual,Sherwood Waddingham,Arizona,Olive Oil,OO205,Rosemary Extra Virgin Olive Oil 2pk,1,45,45
1107123,900015696,Eddie Harrower,Sales Associate I,S Central West,30/09/2020,Retail,Individual,Nancey Kelley,Colorado,Bath products,BP104,Lavender and Olive Oil Bar Soap 3pk,2,14.5,29
1107130,900015696,Eddie Harrower,Sales Associate I,S Central West,01/10/2020,Retail,Individual,Jaquith Aishford,Arizona,Bath products,BP303,Mandarin and Olive Oil Bar Soap,1,5.99,5.99
1107152,900015696,Eddie Harrower,Sales Associate I,S Central West,05/10/2020,Retail,Individual,Sky Moxom,Utah,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,3,45,135
1107164,900015696,Eddie Harrower,Sales Associate I,S Central West,06/10/2020,Retail,Individual,Killy Balentyne,Utah,Olive Oil,OO121,Extra Virgin Olive Oil - Medium 12 pk,3,19.5,58.5
1107206,900015696,Eddie Harrower,Sales Associate I,S Central West,12/10/2020,Retail,Individual,Lemar Judgkins,Colorado,Olive Oil,OO308,Basil Extra Virgin Olive Oil,2,26,52
1107425,900015696,Eddie Harrower,Sales Associate I,S Central West,13/11/2020,Retail,Individual,Vivi Oels,Arizona,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,1,234,234
1107420,900015696,Eddie Harrower,Sales Associate I,S Central West,13/11/2020,Retail,Individual,Jaquith Aishford,Arizona,Olive Oil,OO204,Lemon Extra Virgin Olive Oil 2pk,1,45,45
1107426,900015696,Eddie Harrower,Sales Associate I,S Central West,14/11/2020,Retail,Individual,Myca Kitchinghan,Arizona,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,1,234,234
1107439,900015696,Eddie Harrower,Sales Associate I,S Central West,16/11/2020,Retail,Individual,Jacenta Robus,Colorado,Gift Basket,GB102,Rosmary EVOO Gift Basket,4,75,300
1107531,900015696,Eddie Harrower,Sales Associate I,S Central West,26/11/2020,Retail,Individual,Jaquith Aishford,Arizona,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,1,26,26
1107607,900015696,Eddie Harrower,Sales Associate I,S Central West,08/12/2020,Retail,Individual,Lemar Judgkins,Colorado,Olive Oil,OO202,Extra Virgin Olive Oil - Medium 2pk,3,16.75,50.25
1107658,900015696,Eddie Harrower,Sales Associate I,S Central West,14/12/2020,Retail,Individual,Dollie Pennells,Arizona,Bath products,BP303,Mandarin and Olive Oil Bar Soap,3,5.99,17.97
1107674,900015696,Eddie Harrower,Sales Associate I,S Central West,16/12/2020,Retail,Individual,Kristoforo Shimwell,Arizona,Olive Oil,OO302,Chili Extra Virgin Olive Oil,3,26,78
1107673,900015696,Eddie Harrower,Sales Associate I,S Central West,16/12/2020,Retail,Individual,Killy Balentyne,Utah,Bath products,BP104,Lavender and Olive Oil Bar Soap 3pk,4,14.5,58
1107778,900015696,Eddie Harrower,Sales Associate I,S Central West,30/12/2020,Retail,Individual,Gracie Moens,Arizona,Olive Oil,OO606,Basil Extra Virgin Olive Oil 6pk,2,123,246
1107804,900015696,Eddie Harrower,Sales Associate I,S Central West,02/01/2021,Retail,Individual,Ryun Tomkinson,Colorado,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,4,234,936
1107860,900015696,Eddie Harrower,Sales Associate I,S Central West,12/01/2021,Retail,Individual,Vivi Oels,Arizona,Gift Basket,GB104,Garlic EVOO Gift Basket,1,75,75
1107900,900015696,Eddie Harrower,Sales Associate I,S Central West,17/01/2021,Wholesale,Business,Orn Inc,Arizona,Olive Oil,OO202,Extra Virgin Olive Oil - Medium 2pk,6,16.75,100.5
1107964,900015696,Eddie Harrower,Sales Associate I,S Central West,25/01/2021,Retail,Individual,Gracie Moens,Arizona,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,1,234,234
1102871,900016111,Edward Loveless,Sales Associate I,N Central West,01/02/2019,Retail,Individual,Pearl Lory,Nebraska,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,4,123,492
1102898,900016111,Edward Loveless,Sales Associate I,N Central West,05/02/2019,Retail,Individual,Vita Huchot,North Dakota,Olive Oil,OO605,Chili Extra Virgin Olive Oil 6pk,1,123,123
1103013,900016111,Edward Loveless,Sales Associate I,N Central West,19/02/2019,Retail,Individual,Em Heatherington,Nebraska,Olive Oil,OO201,Extra Virgin Olive Oil - Delicate 2pk,3,45,135
1103014,900016111,Edward Loveless,Sales Associate I,N Central West,20/02/2019,Retail,Individual,Brinna Abramovitz,South Dakota,Bath products,BP501,Vanilla and Olive Bath Salts,2,8.5,17
1103018,900016111,Edward Loveless,Sales Associate I,N Central West,20/02/2019,Retail,Individual,Nona Clandillon,Nebraska,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,1,30,30
1103059,900016111,Edward Loveless,Sales Associate I,N Central West,27/02/2019,Retail,Individual,Pearl Lory,Nebraska,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,1,234,234
1103064,900016111,Edward Loveless,Sales Associate I,N Central West,28/02/2019,Retail,Individual,Chaunce Pardi,South Dakota,Olive Oil,OO304,Extra Virgin Olive Oil - Medium,2,24.5,49
1103166,900016111,Edward Loveless,Sales Associate I,N Central West,18/03/2019,Retail,Individual,Pascal Leber,Montana,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,3,234,702
1103184,900016111,Edward Loveless,Sales Associate I,N Central West,20/03/2019,Retail,Individual,Isabel Soro,South Dakota,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,3,123,369
1103464,900016111,Edward Loveless,Sales Associate I,N Central West,28/04/2019,Retail,Individual,Roderick Winship,South Dakota,Bath products,BP303,Mandarin and Olive Oil Bar Soap,2,5.99,11.98
1103567,900016111,Edward Loveless,Sales Associate I,N Central West,10/05/2019,Retail,Individual,Myriam Ravenscroftt,Nebraska,Gift Basket,GB300,Deluxe Bath Gift Basket,2,115,230
1103578,900016111,Edward Loveless,Sales Associate I,N Central West,11/05/2019,Retail,Individual,Vita Huchot,North Dakota,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,3,45,135
1103593,900016111,Edward Loveless,Sales Associate I,N Central West,14/05/2019,Retail,Individual,Sauveur Sein,Nebraska,Olive Oil,OO202,Extra Virgin Olive Oil - Medium 2pk,1,16.75,16.75
1103945,900016111,Edward Loveless,Sales Associate I,N Central West,04/07/2019,Retail,Individual,Boyce Sorton,North Dakota,Olive Oil,OO121,Extra Virgin Olive Oil - Medium 12 pk,2,19.5,39
1103952,900016111,Edward Loveless,Sales Associate I,N Central West,05/07/2019,Retail,Individual,Halley Brisley,Nebraska,Bath products,BP503,Vanilla and Olive Oil Bar Soap,2,5.99,11.98
1104136,900016111,Edward Loveless,Sales Associate I,N Central West,30/07/2019,Retail,Individual,Karlie Esel,Montana,Bath products,BP401,Assorted Olive Oil Bar Soap - 3 pk,1,14.5,14.5
1104155,900016111,Edward Loveless,Sales Associate I,N Central West,02/08/2019,Retail,Individual,Simeon Demkowicz,Nebraska,Gift Basket,GB104,Garlic EVOO Gift Basket,4,75,300
1104177,900016111,Edward Loveless,Sales Associate I,N Central West,05/08/2019,Retail,Individual,Linea Yardy,South Dakota,Olive Oil,OO602,Extra Virgin Olive Oil - Medium 6pk,2,114,228
1104183,900016111,Edward Loveless,Sales Associate I,N Central West,06/08/2019,Retail,Individual,Chase Watson,Nebraska,Bath products,BP300,Mandarin and Olive Body Soap,1,7.45,7.45
1104208,900016111,Edward Loveless,Sales Associate I,N Central West,11/08/2019,Retail,Individual,Linea Yardy,South Dakota,Bath products,BP401,Assorted Olive Oil Bar Soap - 3 pk,4,14.5,58
1104321,900016111,Edward Loveless,Sales Associate I,N Central West,26/08/2019,Retail,Individual,Bail MacKintosh,Nebraska,Olive Oil,OO601,Extra Virgin Olive Oil - Bold 6pk,4,114,456
1104346,900016111,Edward Loveless,Sales Associate I,N Central West,29/08/2019,Retail,Individual,Pascal Leber,Montana,Olive Oil,OO200,Extra Virgin Olive Oil - Bold 2pk,2,17.5,35
1104420,900016111,Edward Loveless,Sales Associate I,N Central West,09/09/2019,Retail,Individual,Isabel Soro,South Dakota,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,3,30,90
1104457,900016111,Edward Loveless,Sales Associate I,N Central West,15/09/2019,Retail,Individual,Karlie Esel,Montana,Bath products,BP503,Vanilla and Olive Oil Bar Soap,1,5.99,5.99
1104484,900016111,Edward Loveless,Sales Associate I,N Central West,20/09/2019,Retail,Business,Breitenberg Inc,Montana,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,2,45,90
1104581,900016111,Edward Loveless,Sales Associate I,N Central West,04/10/2019,Retail,Individual,Myriam Ravenscroftt,Nebraska,Gift Basket,GB105,Chili EVOO Gift Basket,2,75,150
1104711,900016111,Edward Loveless,Sales Associate I,N Central West,23/10/2019,Retail,Individual,Gwyneth Goodere,Nebraska,Bath products,BP104,Lavender and Olive Oil Bar Soap 3pk,4,14.5,58
1104739,900016111,Edward Loveless,Sales Associate I,N Central West,26/10/2019,Retail,Individual,Allsun Hattersley,Nebraska,Bath products,BP104,Lavender and Olive Oil Bar Soap 3pk,3,14.5,43.5
1104782,900016111,Edward Loveless,Sales Associate I,N Central West,02/11/2019,Retail,Individual,Reynolds Landeaux,Wyoming,Bath products,BP502,Vanilla and Olive Oil Candle,3,6.99,20.97
1104829,900016111,Edward Loveless,Sales Associate I,N Central West,09/11/2019,Retail,Business,Breitenberg Inc,Montana,Olive Oil,OO204,Lemon Extra Virgin Olive Oil 2pk,1,45,45
1105086,900016111,Edward Loveless,Sales Associate I,N Central West,16/12/2019,Retail,Individual,Boyce Sorton,North Dakota,Gift Basket,GB105,Chili EVOO Gift Basket,2,75,150
1105120,900016111,Edward Loveless,Sales Associate I,N Central West,22/12/2019,Retail,Individual,Chaunce Pardi,South Dakota,Olive Oil,OO305,Extra Virgin Olive Oil - Trio 3pk,1,70,70
1105189,900016111,Edward Loveless,Sales Associate I,N Central West,01/01/2020,Retail,Individual,Beulah Lorey,North Dakota,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,3,45,135
